#V1 V2 V3
1 444.726365162254 4795.77330727466
2 444.568160846664 4795.7659373575
3 444.55369955983 4795.6241181069
4 444.545285185165 4795.25012930794
5 444.568471071649 4795.31824280827
6 444.553978883911 4795.27182634001
7 444.633840820379 4795.17921363569
8 444.73717574086 4795.32897016406
9 444.596760496124 4794.52280636894
10 444.740005805566 4795.0296345639
11 444.675391884859 4794.85446163442
12 444.645069097844 4794.68722765773
13 444.596603726513 4794.52347402331
14 444.542166205801 4794.55201808211
15 444.530285663114 4794.71582089853
16 444.605130601813 4794.78262325023
17 444.635553843497 4794.96207309861
18 444.711281533953 4795.15736827694
19 444.706375200133 4795.33133169273
20 444.601727203314 4795.18969390076
21 444.540751597641 4795.36011803623
22 444.480549334563 4795.50576959055
23 444.671110008259 4795.52186922898
24 444.7978098886 4795.6733238935
25 444.824016722996 4795.7145365648
26 445.873673643698 4795.99616085092
27 445.936139683941 4796.01920704106
28 445.891031218181 4795.90517345717
29 445.817734915322 4795.77537268615
30 445.841406669128 4795.79450813819
31 445.924318841959 4795.98098503659
32 445.873894569527 4796.05424450559
33 445.815538786114 4795.97730093277
34 445.678418639421 4795.90831923021
35 445.54298368564 4795.79712313649
36 445.47113458603 4795.72717681065
37 445.481396534324 4795.56127858896
38 445.464015856361 4795.38694009658
39 445.406319728175 4795.30255348991
40 445.502331120179 4795.21981665639
41 445.596316907587 4795.21783951417
42 445.631976299674 4795.29529656795
43 445.783327096089 4795.41802858873
44 445.879089598033 4795.57785828194
45 445.879038293601 4795.72368299438
46 445.963048777643 4795.89538032783
48 443.603821412289 4795.55377242318
49 443.642188644365 4795.64219205652
50 443.655727015756 4795.64152410914
51 443.673346609474 4795.6244960542
52 443.710799989571 4795.54455286586
53 443.643630493235 4795.54255695758
54 443.652847427573 4795.51960139598
55 443.647670028285 4795.47244289411
56 443.636517910842 4795.37979848102
57 443.672849037214 4795.41836814947
58 443.67171988161 4795.45813791714
59 443.891653206215 4781.88196343836
60 443.783172591899 4781.99125369234
61 443.814038660671 4781.9304709376
62 443.689839264016 4781.96659290247
63 443.600318902637 4781.98043963312
64 443.616476804434 4782.07681694554
65 443.537680066627 4782.17820213316
66 443.420207229704 4782.30911874905
67 443.468777433425 4782.34536476925
68 443.536177010344 4782.23207880392
69 443.548018408162 4782.04328927319
70 443.582556514574 4781.97481179972
71 443.584907928451 4781.95457935319
72 444.996361149303 4781.85972532961
73 444.860923652391 4781.96399629599
74 444.807996463348 4782.04116783759
75 444.822963464677 4782.08302702
76 444.888366626606 4782.19166858422
77 444.861313579843 4782.23264678414
78 444.862541895081 4782.21375665781
79 444.902729568622 4782.26940515178
80 444.951546859108 4782.34719599113
81 444.928571338169 4782.44011693979
82 444.91382732199 4782.35538662487
83 444.916100174548 4782.25474802201
84 444.956437513565 4782.05784566103
85 445.014864403541 4782.00739623761
86 445.057933236912 4781.85634020711
87 445.038873185153 4781.89114480226
88 445.943329660726 4781.95952891089
89 446.016045485854 4782.09066797236
90 446.042494412631 4782.23894464103
91 445.916553984495 4782.32246210162
92 445.839293186981 4782.42669546307
93 445.896141631484 4782.47366544518
94 445.898500854741 4782.59658963902
95 445.781045625473 4782.73435047103
96 445.704787560412 4782.65799451463
97 445.715240865066 4782.69511605519
98 445.7671317436 4782.57908897257
99 445.762006214511 4782.39488194583
100 445.850427687576 4782.33509372001
101 445.910162397454 4782.14204119418
102 445.860050704029 4781.99228740628
103 445.878665941891 4781.96237532929
104 455.377131637943 4796.23051345806
105 455.311056132507 4796.08512789525
106 455.32450046832 4795.98419707787
107 455.260492516444 4795.83313433966
108 455.170841827426 4795.69234829707
109 455.081214135815 4795.53112830785
110 455.18914770747 4795.4315704107
111 455.254001184044 4795.42747671982
112 455.285400081771 4795.28200356791
113 455.280281265125 4795.34200947749
115 455.869656168459 4795.87867023721
116 455.957893222032 4795.84211261153
117 456.080992656605 4795.81654699031
118 456.2341683415 4795.81433378404
119 456.358000479722 4795.71347027102
120 456.363731284282 4795.54562276067
121 456.434350247174 4795.36625173839
122 456.393606797102 4795.19770388757
123 456.425504731163 4795.01236297135
124 456.419952594924 4794.81748987674
125 456.347094717145 4794.72577984319
126 456.181480967714 4794.87788942662
127 456.103301308028 4795.00422563686
128 456.264339212032 4795.12401650092
129 456.266733154798 4795.2812609233
130 456.254445963973 4795.36285775832
131 456.302791345922 4795.21339314939
132 456.391443554421 4795.20182700383
133 456.447661188003 4795.40570322669
134 456.435003921048 4795.58136929363
135 456.34870742093 4795.73118858747
136 456.181973457457 4795.80656393491
137 456.041023830327 4795.95574160933
138 455.967795446486 4796.06794311897
139 456.031849922506 4796.2164576784
140 456.004616345206 4796.26838826932
141 448.883540178438 4815.89813168883
142 448.973242628026 4815.77439133664
143 449.03803912027 4815.65006333427
144 448.978721243337 4815.54777794183
145 448.877572114205 4815.52755420303
146 448.817904100045 4815.5711007379
147 448.869997545877 4815.44586816481
148 448.795555937924 4815.57771246196
149 448.663079048789 4815.61659463175
150 448.590931383825 4815.47631523366
151 448.425675109491 4815.49024079233
152 448.389580252802 4815.43354123054
153 448.401729440496 4815.47831825037
154 448.323377713489 4815.34186539951
155 448.324350107741 4815.43692937166
156 448.250865126833 4815.34475482534
157 448.202938584415 4815.20096136432
158 448.220409086712 4815.24347582855
159 448.253414946753 4815.15048296405
160 448.349804595491 4814.99203084572
161 448.448339452752 4814.85966398301
162 448.494948510658 4814.7787854018
163 448.517746044045 4814.76717138294
164 448.435539516617 4814.92007010914
165 448.28205754542 4815.04730585509
166 448.2038270878 4815.25337709749
167 448.295445405047 4815.3795087182
168 448.430672889521 4815.50930563841
