#V1 V2 V3
1 444.761668978067 4795.83610261923
2 444.753855104752 4795.79285206912
3 444.696940975988 4795.74533765034
4 444.61899990067 4795.75474842504
5 444.621404580702 4795.75128583196
6 444.548816375705 4795.68146622697
7 444.540922462209 4795.75738641564
8 444.511514595218 4795.74141217997
9 444.538935171009 4795.70287109331
10 444.55470760431 4795.65809491628
11 444.571841405047 4795.6210820019
12 444.597113191347 4795.58744549685
13 444.599886790738 4795.52000801693
14 444.568748169156 4795.48094672904
15 444.615299368808 4795.47079246188
16 444.621864295212 4795.42064971739
17 444.59035826896 4795.37637140931
18 444.579086932325 4795.31715638615
19 444.591857310536 4795.30183639285
20 444.569960367271 4795.26236632235
21 444.544395808804 4795.25046977539
22 444.527530575512 4795.2510521118
23 444.553978883911 4795.27182634001
24 444.585715440292 4795.2351382415
25 444.72418756972 4794.99955471205
26 444.619375756918 4795.175777885
27 444.633840820379 4795.17921363569
28 444.662330577757 4795.24139779442
29 444.683738759275 4795.30053015325
30 444.73717574086 4795.32897016406
31 444.744341566246 4795.29270543728
32 444.771414285885 4795.24095181405
33 444.792415709603 4795.1905805326
34 444.825309260697 4795.18620324123
35 444.817747818288 4795.15405681345
36 444.548352753354 4794.57451305475
37 444.783627070855 4795.06759531685
38 444.764159876414 4795.04754070821
39 444.723055747745 4795.0000081955
40 444.706509683474 4794.96027191735
41 444.677713332126 4794.89042680448
42 444.667682513823 4794.87384940341
43 444.675774105326 4794.82180625157
44 444.667499251909 4794.78189146908
45 444.692769304741 4794.74758907004
46 444.662654967481 4794.70518712252
47 444.615086145028 4794.65104431995
48 444.594991063326 4794.60400722418
49 444.584738920598 4794.56044366384
50 444.568118760345 4794.5317034718
51 444.601454519598 4794.50166619349
52 444.586678451771 4794.51989013961
53 444.621762377868 4794.51516081941
54 444.563918601037 4794.52396348868
55 444.550139176949 4794.56483603176
56 444.532316921462 4794.57753192792
57 444.515232387455 4794.62087497581
58 444.534780751181 4794.69023980803
59 444.533882353081 4794.72911890888
60 444.53648581744 4794.69044797408
61 444.555012779508 4794.73416587419
62 444.586580958879 4794.78566255823
63 444.799341647494 4795.67220078736
64 444.639603111066 4794.84220396345
65 444.640775558096 4794.90627723247
66 444.635553843497 4794.96207309861
67 444.637977615104 4795.05023664236
69 444.680210745803 4795.10686652542
70 444.711281533953 4795.15736827694
72 444.716653339783 4795.21929712471
73 444.726125818688 4795.27686109468
74 444.706375200133 4795.33133169273
75 444.684328482765 4795.27342616281
77 444.648281595166 4795.1995310676
78 444.601727203314 4795.18969390076
79 444.57122117226 4795.27768259214
81 444.506713780014 4795.28409703408
82 444.540751597641 4795.36011803623
83 444.530456406235 4795.37064218507
84 444.512466735011 4795.39233560111
85 444.453999786482 4795.45278841939
86 444.480549334563 4795.50576959055
87 444.517450147107 4795.52545844251
89 444.591665758861 4795.52629474795
90 444.671110008259 4795.52186922898
92 444.724947210978 4795.56974174497
93 444.782616890559 4795.62024892833
95 444.7978098886 4795.6733238935
96 444.824016722996 4795.7145365648
97 444.805903407292 4795.78076617908
99 445.887617169116 4796.0665737885
100 445.873673643698 4795.99616085092
102 445.84629241408 4796.06068463652
103 445.854825865819 4796.0832730543
104 445.905452107804 4796.05565829408
105 445.925280098392 4796.00996453548
106 445.896421461714 4795.90990605932
108 445.874098238206 4795.92752115523
109 445.891031218181 4795.90517345717
110 445.869401823624 4795.8776918661
112 445.830429272274 4795.84157513731
113 445.817734915322 4795.77537268615
114 445.79760672364 4795.73288594434
115 445.781134192628 4795.7621160237
116 445.809132925233 4795.80509505068
117 445.836567691455 4795.79787869292
118 445.826858251162 4795.85137715305
119 445.853546129106 4795.90291861578
120 445.867285043705 4795.91724684538
121 445.924318841959 4795.98098503659
122 445.914498650907 4796.03081921849
123 445.900096056135 4796.04503912732
124 445.850290140963 4796.08397569148
125 445.876310423513 4796.0521150201
126 445.906109924932 4796.02633267623
127 445.910712839813 4795.99342156755
128 445.858637134675 4795.99194962349
129 445.815538786114 4795.97730093277
130 445.751424906623 4795.97137259178
131 445.729335288734 4795.94722698589
132 445.697080500245 4795.91960896235
133 445.666828689145 4795.89908298971
134 445.639281254887 4795.8719827831
135 445.593794182141 4795.84280553149
136 445.561045534246 4795.81441467537
137 445.528152287883 4795.78824637799
138 445.483170903464 4795.78172244714
139 445.473399405264 4795.7768033146
140 445.459871063817 4795.74848035328
141 445.466119588456 4795.70866982552
142 445.454382648096 4795.66111871876
143 445.480167276857 4795.62015135473
144 445.487543361928 4795.57933222497
145 445.48281913752 4795.53650030968
146 445.489348851967 4795.50135216344
147 445.493807408928 4795.46077865483
148 445.481353801105 4795.41489921292
149 445.448221015519 4795.37940400251
150 445.39586722765 4795.36416608609
151 445.359384906131 4795.33580627105
152 445.380443575696 4795.30209571245
153 445.406754414669 4795.29610839119
154 445.434925207333 4795.25923096069
155 445.46325530916 4795.20180590974
156 445.490025275747 4795.22258115463
157 445.513126247424 4795.21073380089
158 445.487145653063 4795.25781096746
159 445.528230788765 4795.22316232593
160 445.567924761301 4795.23739236995
161 445.612909507674 4795.20349035238
162 445.621884082346 4795.2100820198
163 445.580425991415 4795.25894900679
164 445.616164501174 4795.28565004245
165 445.663548093471 4795.30814855194
166 445.69611513195 4795.33387588479
167 445.726832536712 4795.3717239389
168 445.752642956348 4795.39439594261
169 445.805191138379 4795.43406866203
170 445.832023076456 4795.4628411935
171 445.874645004511 4795.508813293
172 445.879089598033 4795.57785828194
174 445.888143967078 4795.62498725295
175 445.875360641122 4795.72015840023
176 445.879038293601 4795.72368299438
177 445.903728039126 4795.75858132272
178 445.970403624063 4795.81091458184
180 445.963048777643 4795.89538032783
182 445.895347903633 4795.97855093228
184 443.613135786805 4795.56202456825
185 443.623316755021 4795.54772381648
186 443.62062903789 4795.56584938214
187 443.622413657866 4795.58538153613
188 443.648391816158 4795.56895022776
189 443.642188644365 4795.64219205652
191 443.63081557428 4795.59119792357
192 443.644246370384 4795.59708354044
193 443.663905301652 4795.62046526071
194 443.645159345405 4795.66782278912
195 443.655982112175 4795.63319229595
196 443.657890537434 4795.62862285638
197 443.662135236461 4795.63191942537
198 443.715676402151 4795.58482803742
199 443.716962059262 4795.59314704334
200 443.7197193345 4795.59312413234
201 443.714399970611 4795.57761958035
202 443.71450656655 4795.55140794018
203 443.659062199098 4795.5549786466
204 443.624322950209 4795.54194018965
205 443.68948919204 4795.55661368797
206 443.63642650184 4795.53450933479
207 443.612856587821 4795.52848600407
208 443.671185158554 4795.5498800056
209 443.646852196372 4795.53986465236
210 443.659600125147 4795.5416466684
211 443.665480669582 4795.54659557142
212 443.650864860241 4795.50551294777
213 443.641546544749 4795.48704303134
214 443.66260624582 4795.49353159126
215 443.666066680729 4795.44152555367
216 443.683377830717 4795.40684116742
217 443.644566936475 4795.42115782746
218 443.641858004556 4795.35876323581
219 443.63447384458 4795.3388334252
220 443.657690999974 4795.37062627426
221 443.687568813874 4795.3841495758
222 443.671885600875 4795.44880728812
223 443.67171988161 4795.45813791714
224 443.672224528858 4795.48956441225
225 443.676877637039 4795.55172073152
226 443.691651547854 4795.58258434277
228 443.862133726174 4781.87954154018
229 443.876703215204 4781.85276691397
230 443.887948743649 4781.90576084199
231 443.870394749717 4781.90568354179
232 443.841219410234 4781.92524878707
233 443.785478208625 4781.97524198655
234 443.783172591899 4781.99125369234
235 443.7511987345 4781.93765386596
236 443.698393755226 4781.93975660953
237 443.711215315656 4781.93754036048
238 443.814038660671 4781.9304709376
240 443.708106453477 4781.95466934131
241 443.70497869197 4781.95969292955
242 443.683255208193 4781.94676764902
243 443.624676666735 4781.96802110881
244 443.642040393234 4781.96476754502
245 443.627354270133 4781.97732796918
246 443.614175717869 4782.005091168
247 443.615482970073 4782.01574210515
248 443.598045958849 4782.03954247388
249 443.604288105482 4782.07691798893
250 443.592221455065 4782.11133563082
251 443.594649052843 4782.11009383819
252 443.56293042603 4782.13634501339
253 443.528944348046 4782.15373035118
254 443.528530196731 4782.19193849491
255 443.483368930487 4782.21397032598
256 443.439613316933 4782.23887833993
257 443.425159089156 4782.2792023539
258 443.409584206867 4782.34108141703
259 443.408710958259 4782.38262521923
260 443.433493495869 4782.36287245994
261 443.501237765661 4782.34987064437
262 443.460406379636 4782.32566562746
263 443.483954653721 4782.32358189641
264 443.473122041074 4782.28146902782
265 443.536177010344 4782.23207880392
266 443.554472735397 4782.1649576585
267 443.566404219668 4782.13387286822
268 443.584208680235 4782.09563153999
269 443.558676739975 4782.0644133186
270 443.542657790678 4782.00446270727
271 443.549642366766 4782.00396050041
272 443.559919636186 4781.9595622219
273 443.573595892386 4781.97222067938
274 443.579115792064 4781.98128182525
275 443.605074807183 4781.92675816053
276 443.629988068392 4781.90289586292
277 443.63042225501 4781.8964507785
278 445.055201774946 4781.86024935799
279 445.037544935144 4781.85750444253
280 444.981749588605 4781.88183331403
281 444.947872710304 4781.89321336242
282 444.900378460077 4781.90892413727
283 444.858974398898 4781.92403057927
284 444.839471487972 4781.99426741773
285 444.814741422387 4782.01112696857
286 444.807714433827 4782.00640840889
287 444.801598533005 4782.05388056974
288 444.823395160882 4782.07613781036
289 444.814232285076 4782.05855363322
290 444.825847834509 4782.09799669726
291 444.796819478028 4782.06580275175
292 444.813005528942 4782.09765663794
293 444.834074268811 4782.12036405608
294 444.845615982088 4782.14070546537
295 444.892181182504 4782.1910823794
296 444.893205127395 4782.18707593075
297 444.893648014446 4782.2016211771
298 444.908861523176 4782.24392278617
299 444.880510692361 4782.23504556695
300 444.846099536704 4782.20034066464
301 444.880083076369 4782.22238821331
302 444.900181223935 4782.22566822882
303 444.885037630061 4782.23212132873
