OBJECTID,Transect,Elevation,UTM_X,UTM_Y,Date,Time
2101,C03T1,494,421037.9327,4829938.797,4/17/2019,5:33:00
2102,C03T1,496,421047.8567,4829931.793,4/17/2019,5:34:00
2103,C03T1,496,421047.5013,4829929.02,4/17/2019,5:35:00
2104,C03T1,496,421038.0683,4829922.911,4/17/2019,5:36:00
2105,C03T1,496,421021.2386,4829905.449,4/17/2019,5:37:00
2106,C03T1,497.66,421011.1352,4829897.237,4/17/2019,5:38:00
2107,C03T1,497,421009.5241,4829897.478,4/17/2019,5:38:00
2108,C03T1,498,421009.5241,4829897.478,4/17/2019,5:38:00
2109,C03T1,500,421005.3134,4829889.419,4/17/2019,5:39:00
2110,C03T1,501,420998.8217,4829886.385,4/17/2019,5:40:00
2111,C03T1,503,420981.7807,4829864.704,4/17/2019,5:41:00
2112,C03T1,502,420984.8421,4829871.111,4/17/2019,5:42:00
2113,C03T1,498,420986.168,4829867.207,4/17/2019,5:43:00
2114,C03T1,500,420977.6486,4829863.309,4/17/2019,5:44:00
2115,C03T1,504,420977.2255,4829861.648,4/17/2019,5:45:00
2116,C03T1,508,420972.3306,4829857.151,4/17/2019,5:46:00
2117,C03T1,513,420957.6445,4829829.889,4/17/2019,5:47:00
2118,C03T1,516.65,420958.34,4829820.439,4/17/2019,5:48:00
2119,C03T1,516,420956.8955,4829821.123,4/17/2019,5:48:00
2120,C03T1,516,420961.7224,4829819.844,4/17/2019,5:48:00
2121,C03T1,514,420950.8808,4829810.641,4/17/2019,5:49:00
2122,C03T1,517,420952.6672,4829804.733,4/17/2019,5:50:00
2123,C03T1,521,420952.6119,4829813.731,4/17/2019,5:51:00
2124,C03T1,525,420950.245,4829818.313,4/17/2019,5:52:00
2125,C03T1,527,420951.1564,4829806.639,4/17/2019,5:53:00
2126,C03T1,529,420957.4207,4829797.235,4/17/2019,5:54:00
2127,C03T1,530,420958.3031,4829796.78,4/17/2019,5:57:00
2128,C03T1,521,420960.5545,4829796.087,4/17/2019,5:59:00
2129,C03T1,526,420959.1854,4829796.325,4/17/2019,6:01:00
2130,C03T1,523,420959.5962,4829790.1,4/17/2019,6:02:00
2131,C03T1,526,420961.1982,4829789.082,4/17/2019,6:03:00
2132,C03T1,531,420961.3884,4829791.523,4/17/2019,6:04:00
2133,C03T1,527,420950.7705,4829814.974,4/17/2019,6:05:00
2134,C03T1,524,420948.3111,4829818.558,4/17/2019,6:06:00
2135,C03T1,517,420947.8414,4829819.785,4/17/2019,6:08:00
2136,C03T1,518,420950.5033,4829792.318,4/17/2019,6:09:00
2137,C03T1,521,420948.3388,4829773.016,4/17/2019,6:10:00
2138,C03T1,522,420946.3157,4829765.709,4/17/2019,6:11:00
2139,C03T1,522.99,420939.8246,4829721.688,4/17/2019,6:12:00
2140,C03T1,523,420937.4018,4829728.381,4/17/2019,6:12:00
2141,C03T1,522,420937.9024,4829722.933,4/17/2019,6:12:00
2142,C03T1,525,420938.1689,4829718.153,4/17/2019,6:13:00
2143,C03T1,512,420945.5565,4829742.392,4/17/2019,6:14:00
2144,C03T1,516,420957.4537,4829786.349,4/17/2019,6:15:00
2145,C03T1,526,420950.7286,4829811.421,4/17/2019,6:16:00
2146,C03T1,530,420932.4507,4829835.407,4/17/2019,6:17:00
2147,C03T1,522,420922.995,4829841.072,4/17/2019,6:18:00
2148,C03T1,521,420922.4446,4829842.3,4/17/2019,6:19:00
2149,C03T1,523,420926.4056,4829836.033,4/17/2019,6:20:00
2150,C03T1,526,420942.4151,4829811.296,4/17/2019,6:21:00
2151,C03T1,529,420964.459,4829832.918,4/17/2019,6:22:00
2152,C03T1,531.45,420968.8646,4829836.976,4/17/2019,6:22:00
2153,C03T1,531,420967.6648,4829837.879,4/17/2019,6:22:00
2154,C03T1,502,420982.7275,4829856.029,4/17/2019,6:23:00
2155,C03T1,496,421001.9319,4829883.239,4/17/2019,6:24:00
2156,C03T1,488,421015.4653,4829901.74,4/17/2019,6:25:00
2157,C03T1,488,421029.5935,4829922.789,4/17/2019,6:26:00
2158,C03T1,478,421042.1969,4829951.409,4/17/2019,6:27:00
2159,C03T1,472,421049.3986,4829987.313,4/17/2019,6:28:00
2160,C03T1,476,421057.8737,4830014.872,4/17/2019,6:29:00
2161,C03T1,476,421088.9803,4830072.931,4/17/2019,6:30:00
2162,C03T1,479,421099.0519,4830099.027,4/17/2019,6:31:00
2163,C03T1,467,421097.6522,4830130.922,4/17/2019,6:32:00
2164,C03T1,470.29,421097.0224,4830132.263,4/17/2019,6:32:00
2165,C03T1,470,421096.6203,4830132.379,4/17/2019,6:32:00
2166,C03T1,466,421099.5697,4830163.556,4/17/2019,6:33:00
2167,C03T1,451,421117.4226,4830178.897,4/17/2019,6:34:00
2168,C03T1,451.38,421118.3049,4830178.442,4/17/2019,6:34:00
2169,C03T2,527.22,421109.5517,4829434.888,4/17/2019,7:23:00
2170,C03T2,528,421109.553,4829434.999,4/17/2019,7:23:00
2171,C03T2,527,421109.3916,4829435.001,4/17/2019,7:23:00
2172,C03T2,524,421102.7068,4829429.304,4/17/2019,7:24:00
2173,C03T2,525,421070.754,4829436.678,4/17/2019,7:25:00
2174,C03T2,528,421020.3558,4829433.384,4/17/2019,7:26:00
2175,C03T2,535,420980.5444,4829438.185,4/17/2019,7:27:00
2176,C03T2,529,420977.486,4829438.887,4/17/2019,7:28:00
2177,C03T2,537,420976.4461,4829439.677,4/17/2019,7:33:00
2178,C03T2,535.68,420978.0508,4829438.881,4/17/2019,7:33:00
2179,C03T2,535,420976.4435,4829439.455,4/17/2019,7:33:00
2180,C03T2,528,420963.9636,4829441.935,4/17/2019,7:34:00
2181,C03T2,533,420959.5451,4829443.653,4/17/2019,7:35:00
2182,C03T2,529,420958.0927,4829443.67,4/17/2019,7:37:00
2183,C03T2,524,420955.931,4829445.14,4/17/2019,7:38:00
2184,C03T2,528,420893.6158,4829437.322,4/17/2019,7:39:00
2185,C03T2,537,420863.865,4829439.784,4/17/2019,7:40:00
2186,C03T2,542,420859.7811,4829442.498,4/17/2019,7:41:00
2187,C03T2,530,420845.2871,4829465.773,4/17/2019,7:42:00
2188,C03T2,530,420837.7151,4829480.636,4/17/2019,7:43:00
2189,C03T2,529.33,420838.1888,4829479.741,4/17/2019,7:43:00
2190,C03T2,530,420837.7177,4829480.858,4/17/2019,7:43:00
2191,C03T2,532,420836.5126,4829481.316,4/17/2019,7:45:00
2192,C03T2,535,420835.1382,4829481.11,4/17/2019,7:47:00
2193,C03T2,537,420827.1641,4829482.426,4/17/2019,7:48:00
2194,C03T2,536,420825.091,4829484.561,4/17/2019,7:49:00
2195,C03T2,536,420823.4017,4829485.026,4/17/2019,7:50:00
2196,C03T2,503.99,420803.6681,4829481.482,4/17/2019,7:53:00
2197,C03T2,504,420802.0635,4829482.279,4/17/2019,7:53:00
2198,C03T2,507,420802.541,4829481.718,4/17/2019,7:54:00
2199,C03T2,510,420804.0637,4829480.811,4/17/2019,7:57:00
2200,C03T2,515,420802.1815,4829478.612,4/17/2019,7:58:00
2201,C03T2,517,420790.9843,4829473.523,4/17/2019,7:59:00
2202,C03T2,511,420787.2665,4829466.236,4/17/2019,8:00:00
2203,C03T2,512,420782.1586,4829471.073,4/17/2019,8:01:00
2204,C03T2,498,420763.9057,4829476.732,4/17/2019,8:02:00
2205,C03T2,499,420762.1331,4829476.975,4/17/2019,8:03:00
2206,C03T2,497,420760.9148,4829476.323,4/17/2019,8:06:00
2207,C03T2,496,420757.4844,4829479.695,4/17/2019,8:07:00
2208,C03T2,496,420757.8203,4829480.802,4/17/2019,8:08:00
2209,C03T2,494,420741.491,4829485.327,4/17/2019,8:09:00
2210,C03T2,494,420740.5889,4829484.116,4/17/2019,8:11:00
2211,C03T2,495,420738.8281,4829485.359,4/17/2019,8:12:00
2212,C03T2,491,420737.2831,4829484.377,4/17/2019,8:14:00
2213,C03T2,492,420737.27,4829483.267,4/17/2019,8:16:00
2214,C03T2,491,420733.6388,4829483.31,4/17/2019,8:17:00
2215,C03T2,487,420715.6667,4829485.411,4/17/2019,8:18:00
2216,C03T2,490,420710.9839,4829485.244,4/17/2019,8:19:00
2217,C03T2,485,420708.226,4829484.055,4/17/2019,8:20:00
2218,C03T2,481,420705.2324,4829483.424,4/17/2019,8:21:00
2219,C03T2,482.91,420697.9741,4829483.843,4/17/2019,8:22:00
2220,C03T2,482,420697.2518,4829484.185,4/17/2019,8:22:00
2221,C03T2,480,420673.816,4829474.687,4/17/2019,8:22:00
2222,C03T2,480,420660.5043,4829475.067,4/17/2019,8:23:00
2223,C03T2,476,420618.1508,4829483.233,4/17/2019,8:24:00
2224,C03T2,480,420588.1073,4829495.03,4/17/2019,8:25:00
2225,C03T2,478,420581.5488,4829493.219,4/17/2019,8:26:00
2226,C03T2,481,420568.917,4829496.479,4/17/2019,8:27:00
2227,C03T2,476,420542.025,4829501.796,4/17/2019,8:28:00
2228,C03T2,476,420525.242,4829508.882,4/17/2019,8:29:00
2229,C03T2,479,420512.5229,4829511.587,4/17/2019,8:30:00
2230,C03T2,482,420483.6255,4829517.928,4/17/2019,8:31:00
2231,C03T2,482.91,420478.5258,4829523.432,4/17/2019,8:32:00
2232,C03T2,483,420477.9702,4829524.216,4/17/2019,8:32:00
2233,C03T2,467,420472.6215,4829535.942,4/17/2019,8:32:00
2234,C03T2,468,420464.6383,4829536.481,4/17/2019,8:33:00
2235,C03T2,468,420448.1972,4829565.556,4/17/2019,8:34:00
2236,C03T2,461,420434.1452,4829591.937,4/17/2019,8:35:00
2237,C03T2,462,420408.4876,4829606.016,4/17/2019,8:36:00
2238,C03T2,464,420397.5692,4829604.035,4/17/2019,8:37:00
2239,C03T2,470,420397.3934,4829602.815,4/17/2019,8:39:00
2240,C03T2,468,420398.0283,4829601.919,4/17/2019,8:40:00
2241,C03T2,468,420382.9406,4829595.433,4/17/2019,8:41:00
2242,C03T2,466.09,420379.0305,4829592.37,4/17/2019,8:42:00
2243,C03T2,467,420377.1825,4829593.058,4/17/2019,8:42:00
2244,C03T2,465,420374.7961,4829595.975,4/17/2019,8:42:00
2245,C03T2,451,420362.3312,4829599.677,4/17/2019,8:43:00
2246,C03T2,446,420323.7724,4829614.687,4/17/2019,8:44:00
2247,C03T2,436,420320.6571,4829617.389,4/17/2019,8:45:00
2248,C03T2,448,420318.821,4829619.077,4/17/2019,8:47:00
2249,C03T2,455,420310.6937,4829621.062,4/17/2019,8:48:00
2250,C03T2,435,420284.7084,4829634.701,4/17/2019,8:49:00
2251,C03T2,440,420283.1144,4829636.386,4/17/2019,8:50:00
2252,C03T2,439,420273.483,4829640.832,4/17/2019,8:51:00
2253,C03T2,440.9,420261.7763,4829640.416,4/17/2019,8:52:00
2254,C03T2,440,420265.1825,4829641.82,4/17/2019,8:52:00
2255,C03T2,440,420260.8926,4829640.76,4/17/2019,8:52:00
2256,C03T2,440,420260.2076,4829630.66,4/17/2019,8:53:00
2257,C03T2,445,420240.0534,4829625.679,4/17/2019,8:54:00
2258,C03T2,442,420215.7734,4829633.411,4/17/2019,8:55:00
2259,C03T2,443,420187.2908,4829640.636,4/17/2019,8:55:00
2260,C03T2,440,420154.3559,4829653.469,4/17/2019,8:56:00
2261,C03T2,427,420152.9749,4829652.708,4/17/2019,8:57:00
2262,C03T2,431,420150.9087,4829655.399,4/17/2019,8:59:00
2263,C03T2,436,420151.2513,4829657.061,4/17/2019,9:00:00
2264,C03T2,435,420132.5855,4829688.94,4/17/2019,9:01:00
2265,C03T2,426.23,420132.4321,4829689.608,4/17/2019,9:02:00
2266,C03T2,425,420130.9109,4829690.626,4/17/2019,9:02:00
2267,C03T2,425,420130.6609,4829689.963,4/17/2019,9:02:00
2268,C03T2,427,420127.8883,4829687.552,4/17/2019,9:04:00
2269,C03T2,418,420111.97,4829699.405,4/17/2019,9:05:00
2270,C03T2,419,420087.5052,4829711.915,4/17/2019,9:06:00
2271,C03T2,418,420061.4809,4829722.222,4/17/2019,9:07:00
2272,C03T2,416,420041.6818,4829733.455,4/17/2019,9:08:00
2273,C03T2,408,420042.7307,4829733.443,4/17/2019,9:09:00
2274,C03T2,409,420019.2463,4829740.165,4/17/2019,9:10:00
2275,C03T2,402,419991.0474,4829744.057,4/17/2019,9:11:00
2276,C03T2,401.14,419992.8979,4829743.59,4/17/2019,9:12:00
2277,C03T2,401,419991.2921,4829744.276,4/17/2019,9:12:00
2278,C03T2,401,419989.6756,4829744.073,4/17/2019,9:13:00
2279,C03T2,399,419963.5154,4829756.493,4/17/2019,9:14:00
2280,C03T2,404,419933.271,4829778.292,4/17/2019,9:15:00
2281,C03T2,406,419891.2219,4829791.457,4/17/2019,9:16:00
2282,C03T2,406,419854.0071,4829790.458,4/17/2019,9:17:00
2283,C03T2,405,419817.7785,4829804.443,4/17/2019,9:18:00
2284,C03T2,404,419819.3036,4829803.758,4/17/2019,9:20:00
2285,C03T2,405,419888.4533,4829789.38,4/17/2019,9:21:00
2286,C03T2,405.31,419954.9042,4829758.484,4/17/2019,9:22:00
2287,C03T2,405,419949.5418,4829762.213,4/17/2019,9:22:00
2288,C03T2,405,419954.3487,4829759.268,4/17/2019,9:22:00
2289,C03T2,420,419979.0629,4829740.645,4/17/2019,9:23:00
2290,C03T2,412,419987.7203,4829735.766,4/17/2019,9:24:00
2291,C03T2,411,420037.6789,4829729.393,4/17/2019,9:25:00
2292,C03T2,414,420075.0433,4829715.84,4/17/2019,9:26:00
2293,C03T2,413,420106.5333,4829696.915,4/17/2019,9:27:00
2294,C03T2,417,420138.1015,4829670.991,4/17/2019,9:28:00
2295,C03T2,407,420138.7324,4829669.762,4/17/2019,9:29:00
2296,C03T2,405,420140.6531,4829668.406,4/17/2019,9:30:00
2297,C03T2,409,420188.9046,4829640.617,4/17/2019,9:31:00
2298,C03T2,440.9,420251.1676,4829623.77,4/17/2019,9:32:00
2299,C03T2,442,420250.2866,4829624.336,4/17/2019,9:32:00
2300,C03T2,442,420256.5805,4829624.261,4/17/2019,9:32:00
2301,C03T2,440,420301.2106,4829617.621,4/17/2019,9:33:00
2302,C03T2,456,420346.7088,4829602.529,4/17/2019,9:34:00
2303,C03T2,464,420391.3846,4829579.338,4/17/2019,9:35:00
2304,C03T2,465,420392.37,4829580.77,4/17/2019,9:36:00
2305,C03T2,462,420393.3291,4829579.981,4/17/2019,9:38:00
2306,C03T2,466,420394.5434,4829580.3,4/17/2019,9:39:00
2307,C03T2,466,420395.5249,4829581.399,4/17/2019,9:40:00
2308,C03T2,469,420396.9431,4829578.495,4/17/2019,9:41:00
2309,C03T2,461.88,420397.795,4829575.485,4/17/2019,9:42:00
2310,C03T2,461,420397.4074,4829576.823,4/17/2019,9:42:00
2311,C03T2,461,420397.6469,4829576.598,4/17/2019,9:42:00
2312,C03T2,466,420401.7371,4829574.439,4/17/2019,9:43:00
2313,C03T2,466,420402.8615,4829573.981,4/17/2019,9:45:00
2314,C03T2,463,420435.6375,4829554.487,4/17/2019,9:46:00
2315,C03T2,469,420478.9335,4829516.984,4/17/2019,9:47:00
2316,C03T2,473,420535.5311,4829505.427,4/17/2019,9:48:00
2317,C03T2,475,420599.6516,4829495.337,4/17/2019,9:49:00
2318,C03T2,475,420652.8385,4829475.158,4/17/2019,9:50:00
2319,C03T2,480,420676.4152,4829476.1,4/17/2019,9:51:00
2320,C03T2,480.81,420682.315,4829476.808,4/17/2019,9:52:00
2321,C03T2,480,420681.4287,4829476.93,4/17/2019,9:52:00
2322,C03T2,480,420681.1905,4829477.266,4/17/2019,9:52:00
2323,C03T2,479,420712.0874,4829483.009,4/17/2019,9:53:00
2324,C03T2,486,420745.723,4829481.501,4/17/2019,9:54:00
2325,C03T2,484,420742.5813,4829481.982,4/17/2019,9:55:00
2326,C03T2,502,420773.5153,4829470.398,4/17/2019,9:56:00
2327,C03T2,506,420784.7847,4829467.932,4/17/2019,9:57:00
2328,C03T2,503,420812.0706,4829454.947,4/17/2019,9:58:00
2329,C03T2,513,420819.6577,4829448.192,4/17/2019,9:59:00
2330,C03T2,529,420860.436,4829415.943,4/17/2019,10:00:00
2331,C03T2,529,420898.6509,4829433.153,4/17/2019,10:01:00
2332,C03T2,533.56,420976.2062,4829433.015,4/17/2019,10:02:00
2333,C03T2,531,420972.8978,4829433.054,4/17/2019,10:02:00
2334,C03T2,534,420974.3502,4829433.037,4/17/2019,10:02:00
2335,C03T2,538,421036.6165,4829429.86,4/17/2019,10:03:00
2336,C03T2,524,421099.8851,4829429.559,4/17/2019,10:04:00
2337,C03T2,520.88,421112.896,4829424.185,4/17/2019,10:04:00
2338,C03T2,522,421112.3429,4829425.191,4/17/2019,10:04:00
2339,C03T3,436.7,420974.5311,4828996.616,4/17/2019,10:42:00
2340,C03T3,437,420974.3048,4828997.951,4/17/2019,10:42:00
2341,C03T3,437,420974.3048,4828997.951,4/17/2019,10:42:00
2342,C03T3,440,420971.9257,4829001.534,4/17/2019,10:43:00
2343,C03T3,447,420944.7576,4829017.849,4/17/2019,10:44:00
2344,C03T3,446,420901.7103,4829049.57,4/17/2019,10:45:00
2345,C03T3,433,420872.7844,4829053.688,4/17/2019,10:46:00
2346,C03T3,431,420871.591,4829055.146,4/17/2019,10:47:00
2347,C03T3,434,420857.2386,4829056.315,4/17/2019,10:48:00
2348,C03T3,426,420827.8037,4829058.329,4/17/2019,10:49:00
2349,C03T3,427,420779.6606,4829041.236,4/17/2019,10:50:00
2350,C03T3,414,420755.7752,4829027.967,4/17/2019,10:51:00
2351,C03T3,399.05,420756.7305,4829026.845,4/17/2019,10:52:00
2352,C03T3,400,420755.9275,4829027.188,4/17/2019,10:52:00
2353,C03T3,410,420755.9104,4829025.744,4/17/2019,10:52:00
2354,C03T3,408,420754.7065,4829026.314,4/17/2019,10:54:00
2355,C03T3,405,420748.4441,4829022.278,4/17/2019,10:55:00
2356,C03T3,411,420744.8692,4829027.096,4/17/2019,10:56:00
2357,C03T3,402,420744.5293,4829025.657,4/17/2019,10:57:00
2358,C03T3,401,420742.246,4829010.022,4/17/2019,10:58:00
2359,C03T3,394,420728.2503,4829000.412,4/17/2019,10:59:00
2360,C03T3,394,420717.4465,4828994.542,4/17/2019,11:00:00
2361,C03T3,403,420717.2707,4828993.322,4/17/2019,11:01:00
2362,C03T3,399.05,420718.1347,4828991.313,4/17/2019,11:02:00
2363,C03T3,400,420716.7734,4828992.217,4/17/2019,11:02:00
2364,C03T3,401,420716.0405,4828991.671,4/17/2019,11:02:00
2365,C03T3,404,420714.666,4828991.465,4/17/2019,11:04:00
2366,C03T3,403,420704.0785,4828976.595,4/17/2019,11:05:00
2367,C03T3,358,420698.6618,4828968.995,4/17/2019,11:06:00
2368,C03T3,406,420692.7064,4828963.622,4/17/2019,11:07:00
2369,C03T3,397,420673.9367,4828946.183,4/17/2019,11:08:00
2370,C03T3,396,420670.9193,4828943.553,4/17/2019,11:09:00
2371,C03T3,394,420671.9526,4828942.208,4/17/2019,11:10:00
2372,C03T3,390,420667.2181,4828937.71,4/17/2019,11:11:00
2373,C03T3,408,420656.9909,4828932.832,4/17/2019,11:12:00
2374,C03T3,409,420659.3803,4828930.138,4/17/2019,11:13:00
2375,C03T3,403.23,420641.1665,4828925.578,4/17/2019,11:14:00
2376,C03T3,404,420640.9388,4828926.802,4/17/2019,11:14:00
2377,C03T3,406,420631.1106,4828928.363,4/17/2019,11:14:00
2378,C03T3,410,420630.4453,4828926.704,4/17/2019,11:15:00
2379,C03T3,408,420627.4647,4828927.184,4/17/2019,11:16:00
2380,C03T3,413,420622.7644,4828925.573,4/17/2019,11:17:00
2381,C03T3,427,420612.9937,4828918.358,4/17/2019,11:19:00
2382,C03T3,406,420595.4582,4828916.566,4/17/2019,11:20:00
2383,C03T3,414,420594.4039,4828916.135,4/17/2019,11:21:00
2384,C03T3,410,420588.3892,4828905.765,4/17/2019,11:22:00
2385,C03T3,417,420551.7906,4828895.868,4/17/2019,11:23:00
2386,C03T3,415.77,420549.1262,4828895.789,4/17/2019,11:24:00
2387,C03T3,417,420548.802,4828895.681,4/17/2019,11:24:00
2388,C03T3,407,420547.5889,4828895.474,4/17/2019,11:24:00
2389,C03T3,418,420545.9087,4828896.715,4/17/2019,11:25:00
2390,C03T3,410,420544.8399,4828895.062,4/17/2019,11:27:00
2391,C03T3,399,420541.4327,4828859.558,4/17/2019,11:28:00
2392,C03T3,398,420513.9115,4828832.448,4/17/2019,11:29:00
2393,C03T3,398,420514.8624,4828837.769,4/17/2019,11:31:00
2394,C03T3,404,420502.3779,4828833.14,4/17/2019,11:31:00
2395,C03T3,405,420486.1041,4828835.666,4/17/2019,11:32:00
2396,C03T3,403,420446.8405,4828825.691,4/17/2019,11:33:00
2397,C03T3,401.14,420437.2668,4828814.697,4/17/2019,11:34:00
2398,C03T3,402,420437.0378,4828815.81,4/17/2019,11:34:00
2399,C03T3,400,420414.8273,4828800.967,4/17/2019,11:34:00
2400,C03T3,394,420372.6304,4828788.695,4/17/2019,11:35:00
2401,C03T3,389,420342.6732,4828787.607,4/17/2019,11:36:00
2402,C03T3,385,420315.9322,4828785.481,4/17/2019,11:37:00
2403,C03T3,376,420314.7335,4828786.495,4/17/2019,11:39:00
2404,C03T3,363,420268.5659,4828793.264,4/17/2019,11:40:00
2405,C03T3,351,420285.0288,4828793.068,4/17/2019,11:41:00
2406,C03T3,348,420330.6925,4828784.639,4/17/2019,11:42:00
2407,C03T3,351,420341.5049,4828791.175,4/17/2019,11:43:00
2408,C03T3,353.2,420350.3372,4828787.293,4/17/2019,11:44:00
2409,C03T3,354,420349.6162,4828787.746,4/17/2019,11:44:00
2410,C03T3,354,420349.9416,4828787.965,4/17/2019,11:44:00
2411,C03T3,363,420359.3768,4828794.073,4/17/2019,11:45:00
2412,C03T3,372,420373.917,4828808.673,4/17/2019,11:46:00
2413,C03T3,374,420380.6059,4828807.816,4/17/2019,11:47:00
2414,C03T3,414,420376.7998,4828806.751,4/17/2019,11:48:00
2415,C03T3,416,420383.5096,4828814.446,4/17/2019,11:49:00
2416,C03T3,418,420384.1671,4828815.438,4/17/2019,11:50:00
2417,C03T3,419,420398.2662,4828806.496,4/17/2019,11:51:00
2418,C03T3,418,420459.0524,4828834.543,4/17/2019,11:52:00
2419,C03T3,423,420517.1325,4828838.63,4/17/2019,11:53:00
2420,C03T3,409.49,420573.4189,4828902.499,4/17/2019,11:54:00
2421,C03T3,409,420562.7482,4828901.07,4/17/2019,11:54:00
2422,C03T3,409,420571.5642,4828902.632,4/17/2019,11:54:00
2423,C03T3,390,420602.0677,4828915.822,4/17/2019,11:55:00
2424,C03T3,397,420665.0419,4828937.958,4/17/2019,11:55:00
2425,C03T3,403,420709.2198,4828988.197,4/17/2019,11:56:00
2426,C03T3,406,420759.2728,4829030.258,4/17/2019,11:57:00
2427,C03T3,401,420814.4269,4829053.266,4/17/2019,11:58:00
2428,C03T3,403,420869.4824,4829054.282,4/17/2019,11:59:00
2429,C03T3,433,420925.4134,4829033.739,4/18/2019,
2430,C03T3,434.61,420967.6487,4829001.584,4/18/2019,12:01:00
2431,C03T3,434,420966.9316,4829002.37,4/18/2019,12:01:00
15567,C04T1,229.06,431489.4668,4830139.346,4/25/2019,9:33:00
15568,C04T1,218.77,431489.4668,4830139.346,4/25/2019,9:33:00
15569,C04T1,218,431488.7452,4830139.797,4/25/2019,9:33:00
15570,C04T1,223,431488.5907,4830140.465,4/25/2019,9:34:00
15571,C04T1,224,431489.8062,4830196.211,4/25/2019,9:35:00
15572,C04T1,209,431497.6366,4830243.893,4/25/2019,9:36:00
15573,C04T1,225,431502.1009,4830293.83,4/25/2019,9:37:00
15574,C04T1,228,431528.6114,4830345.541,4/25/2019,9:38:00
15575,C04T1,234,431546.2277,4830379.682,4/25/2019,9:39:00
15576,C04T1,239,431580.5003,4830409.322,4/25/2019,9:40:00
15577,C04T1,237,431574.0031,4830452.595,4/25/2019,9:41:00
15578,C04T1,220.83,431574.0769,4830451.928,4/25/2019,9:44:00
15579,C04T1,221,431573.8417,4830452.597,4/25/2019,9:44:00
15580,C04T1,221,431572.8076,4830454.051,4/25/2019,9:44:00
15581,C04T1,216,431581.5769,4830498.946,4/25/2019,9:45:00
15582,C04T1,200,431576.0481,4830534.324,4/25/2019,9:46:00
15583,C04T1,217,431568.1044,4830586.054,4/25/2019,9:47:00
15584,C04T1,223,431538.5545,4830607.904,4/25/2019,9:48:00
15585,C04T1,224,431506.2053,4830592.684,4/25/2019,9:48:00
15586,C04T1,225,431465.0745,4830570.89,4/25/2019,9:49:00
15587,C04T1,229,431436.9292,4830540.744,4/25/2019,9:50:00
15588,C04T1,231,431409.7483,4830494.483,4/25/2019,9:51:00
15589,C04T1,236,431401.4155,4830468.689,4/25/2019,9:52:00
15590,C04T1,231,431397.3735,4830452.18,4/25/2019,9:53:00
15591,C04T1,227,431404.2697,4830432.228,4/25/2019,9:54:00
15592,C04T1,226,431403.0686,4830433.128,4/25/2019,9:54:00
15593,C04T1,224,431397.9167,4830465.837,4/25/2019,9:54:00
15594,C04T1,234,431397.0213,4830465.068,4/25/2019,9:55:00
15595,C04T1,237,431406.2631,4830469.305,4/25/2019,9:56:00
15596,C04T1,244,431407.8153,4830471.178,4/25/2019,9:57:00
15597,C04T1,249,431424.2522,4830468.899,4/25/2019,9:58:00
15598,C04T1,261,431470.6723,4830439.767,4/25/2019,10:00:00
15599,C04T1,273,431475.2597,4830430.724,4/25/2019,10:01:00
15600,C04T1,285,431495.6637,4830429.737,4/25/2019,10:02:00
15601,C04T1,296,431499.8307,4830411.146,4/25/2019,10:03:00
15602,C04T1,302,431499.491,4830409.483,4/25/2019,10:04:00
15603,C04T1,299,431499.6399,4830408.26,4/25/2019,10:05:00
15604,C04T1,301,431514.9452,4830397.885,4/25/2019,10:06:00
15605,C04T1,299,431513.701,4830394.565,4/25/2019,10:07:00
15606,C04T1,306,431522.2885,4830374.262,4/25/2019,10:08:00
15607,C04T1,314,431531.6817,4830361.726,4/25/2019,10:09:00
15608,C04T1,316,431523.9015,4830326.818,4/25/2019,10:10:00
15609,C04T1,299,431502.81,4830292.156,4/25/2019,10:11:00
15610,C04T1,314,431496.6976,4830294.107,4/25/2019,10:12:00
15611,C04T1,315,431477.2716,4830288.197,4/25/2019,10:13:00
15612,C04T1,298,431456.0422,4830279.528,4/25/2019,10:14:00
15613,C04T1,297,431456.2036,4830279.526,4/25/2019,10:14:00
15614,C04T1,310,431425.2515,4830282.731,4/25/2019,10:15:00
15615,C04T1,299,431387.6369,4830273.564,4/25/2019,10:16:00
15616,C04T1,300,431332.872,4830252.244,4/25/2019,10:17:00
15617,C04T1,300,431257.9035,4830235.796,4/25/2019,10:18:00
15618,C04T1,300,431210.4654,4830189.41,4/25/2019,10:19:00
15619,C04T1,301,431170.8981,4830163.048,4/25/2019,10:20:00
15620,C04T1,287,431142.1583,4830146.016,4/25/2019,10:21:00
15621,C04T1,301.32,431501.0148,4830408.579,4/25/2019,10:04:00
15622,C04T1,297.18,431456.3604,4830279.081,4/25/2019,10:14:00
15623,C04T1,286.83,431143.2811,4830145.338,4/25/2019,10:21:00
15624,C04T1,287,431142.2379,4830145.904,4/25/2019,10:21:00
15625,C04T1,290,431142.0765,4830145.906,4/25/2019,10:21:00
15626,C04T1,292,431073.8281,4830131.835,4/25/2019,10:22:00
15627,C04T1,286,431049.1966,4830106.319,4/25/2019,10:23:00
